COD_DANE;NOMBRE_INSTITUCION;CORREO_INSTITUCIONAL;DIRECCION;SEDE_PRINCIPAL;COD_SEDE_PRINCIPAL;LONGITUD;LATITUD;ESTADO;ID_DEPARTAMENTO;DEPARTAMENTO;ID_MUNICIPIO;MUNICIPIO;CALENDARIO;NATURALEZA;SECTOR;ZONA;JORNADA;NIVEL;TELEFONO;TIPO_TELEFONO;FUENTE_COORDENADAS;CONFIA_GEO
219517000347;ESCUELA RURAL MIXTA EL COLORADO;;CORREG EL COLORADO;N;219517000681;0;0;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SIN COORDENADAS;BAJO
219517000681;ESCUELA RURAL MIXTA DE LA CEJA;;VDA LA CEJA;S;219517000681;-75,87259273;2,586235268;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219517001467;ESCUELA RURAL MIXTA EL MIRADOR;;VDA EL MIRADOR PAEZ;N;219517000681;0;0;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SIN COORDENADAS;BAJO
219517000738;ESCUELA LA PALMA;;CORREG LA PALMA;S;219517000738;-75,95955156;2,619847947;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;8252860;FIJO;SECRETARIAS;MEDIO
219517000070;ESCUELA RURAL MIXTA SAN JOSE;;VDA SAN JOSE;N;219517000754;-76,1451051;2,728412974;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219517000452;ESCUELA RUR MIX SANTA MARTA;;VDA STA MARTA;N;219517000754;-76,14707262;2,725119978;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219517000754;ESCUELA RURAL MIXTA DE MOSOCO;;CORREG MOSOCO;S;219517000754;-76,14793298;2,722725892;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;8252461;FIJO;SECRETARIAS;MEDIO
219517000827;ESCUELA RUR MIX MORAS;;VDA MORAS;N;219517000754;-76,20304104;2,720574783;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219517000967;ESCUELA RURAL MIXTA BOTATIERRA;;VDA BOTATIERRA;N;219517000754;-76,19976947;2,836303114;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219517001190;ESCUELA RUR MIX PATALO;;VDA PATALO;N;219517000754;-76,14229437;2,685347799;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219517001386;ESCUELA RUR MIX DE ESCALERETA;;VDA ESCALERETA;N;219517000754;-76,1482706;2,719326144;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
119517001268;ESCUELA RURAL MIXTA CHACHUCUE;;VDA CHACHUCUE;N;219517001238;-76,05836433;2,788105568;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;URBANO;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219517001238;ESCUELA RURAL MIXTA LA MESA DE CALOTO;;VDA MESA CALOTO;S;219517001238;-76,06040022;2,79145097;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219517001254;ESCUELA RURAL MIXTA ALTO SAN MIGUEL;;VDA ALTO SAN MIGUEL;N;219517001238;-76,0629537;2,779691806;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219355001301;YUC KWET ZUUM;;POBLADO SAN ANDRES DE PISIMBALA;N;219517001581;-76,05246375;2,58295523;ACTIVA;19;CAUCA;19355;INZ¡;A;OFICIAL;OFICIAL;RURAL;FIN DE SEMANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219355001336;ESCUELA RURAL MIXTA YECKA THEXIW;;VDA GUETACO - CABILDO INDIGENA DE T;N;219517001581;0;0;ACTIVA;19;CAUCA;19355;INZ¡;A;OFICIAL;OFICIAL;RURAL;FIN DE SEMANA;EDUCACI”N B¡SICA PRIMARIA;;;SIN COORDENADAS;BAJO
219355001344;ESCUELA RURAL MIXTA NASA USS YAK CXHACXHAFXI ZENXI;;VDA EL RINCON - CABILDO INDIGENA DE;N;219517001581;-76,04796573;2,584653068;ACTIVA;19;CAUCA;19355;INZ¡;A;OFICIAL;OFICIAL;RURAL;FIN DE SEMANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219355001352;ESCUELA RURAL MIXTA NASA KSWAWYET;;VDA LA PALMA - CABILDO INDIGENA DE;N;219517001581;0;0;ACTIVA;19;CAUCA;19355;INZ¡;A;OFICIAL;OFICIAL;RURAL;FIN DE SEMANA;EDUCACI”N B¡SICA PRIMARIA;;;SIN COORDENADAS;BAJO
219355001379;ESCUELA RURAL MIXTA EL LLANITO;;RESG. INDIG. SAN ANDRES DE PISIMBAL;N;219517001581;0;0;ACTIVA;19;CAUCA;19355;INZ¡;A;OFICIAL;OFICIAL;RURAL;FIN DE SEMANA;EDUCACI”N B¡SICA PRIMARIA;3143821405;CELULAR;SIN COORDENADAS;BAJO
219355001387;ESCUELA RURAL MIXTA EL HATO CENTRO;;RESG INDIG SAN ANDRES DE PISIMBALA;N;219517001581;0;0;ACTIVA;19;CAUCA;19355;INZ¡;A;OFICIAL;OFICIAL;RURAL;FIN DE SEMANA;EDUCACI”N B¡SICA PRIMARIA;3143821405;CELULAR;SIN COORDENADAS;BAJO
219517001581;ESCUELA RURAL MIXTA LA VILLA;;VDA LA VILLA;S;219517001581;-75,86816098;2,502145116;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219517001599;ESCUELA RURAL MIXTA LA ESMERALDA;;VDA LA ESMERALDA;N;219517001581;-75,82312725;2,497416507;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219517001726;ESCUELA RUR MIX DE RICAUTE;;VDA RICAUTE;N;219517001581;-75,9605376;2,523036784;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;FIN DE SEMANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219517001751;SEDE EDUCATIVA LA PALMERA;;KIWE - VDA LAS DELICIAS;N;219517001581;-75,95643056;2,577311111;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;FIN DE SEMANA;EDUCACI”N B¡SICA SECUNDARIA;3143821405;CELULAR;SECRETARIAS;MEDIO
219517000029;ESCUELA PASTALES;;VDA LOS PASTALES;N;219517001653;-75,95273297;2,533411234;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219517000401;ESCUELA RURAL MIXTA DE ARANZAZU;;VDA ARANZAZU;N;219517001653;0;0;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SIN COORDENADAS;BAJO
219517000428;CENTRO EDUCATIVO CENT DOC LA HONDA;;VDA LA HONDA;N;219517001653;-75,9212245;2,503420483;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219517001653;INTERNADO ESCOL TOEZ;;CORREG RICAURTE;S;219517001653;-75,95511243;2,525892137;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;8252832;FIJO;SECRETARIAS;MEDIO
219517001718;ESCUELA RUR MIX SAN VICENTE;;VDA SAN VICENTE-RICAURTE;N;219517001653;-75,89324645;2,558157628;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;FIN DE SEMANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219517001661;ESCUELA RURAL MIXTA CRUZ DE VITONCO;;VDA CURZ DE VITONCO;S;219517001661;-76,07186212;2,72521048;ACTIVA;19;CAUCA;19517;P¡EZ;A;OFICIAL;OFICIAL;RURAL;COMPLETA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000175;ESCUELA RUR MIX BUENAVISTA;;VDA BUENAVISTA;N;219532000221;-77,06492695;2,300382288;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000221;ESCUELA RURAL MIXTA LAS BRISAS;;CORREG LAS BRISAS;S;219532000221;-77,06049164;2,278217609;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000345;ESCUELA RURAL MIXTA LA CRISTALINA;;VDA LA CRISTALINA;N;219532000221;0;0;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SIN COORDENADAS;BAJO
219532000949;ESCUELA RUR MIX ALTAMIRA;;VDA ALTAMIRA;N;219532000221;-77,0543783;2,245096327;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532001058;ESCUELA RURAL MIXTA EL GUAICO;;VDA EL GUAICO;N;219532000221;-76,99590144;2,095328479;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532001210;ESCUELA RUR MIX BELEN;;VDA BELEN;N;219532000221;-77,07233128;2,306000183;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532001414;ESCUELA RURAL MIXTA LAS PERLAS;;VDA LAS PERLAS;N;219532000221;-77,05274624;2,302505455;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532001538;ESCUELA RURAL MIXTA HUECO LINDO;;VDA HUECO LINDO;N;219532000221;-77,04567949;2,272506902;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
119532001461;ESCUELA RUR MIX ALTO RIO SAJANDI;;VDA ALTO RIO SAJANDI;N;219532000272;-77,13239441;2,22033698;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;URBANO;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000272;ESCUELA RURAL MIXTA SANTA ROSA BAJA;;CORREG STA ROSA BAJA;S;219532000272;-76,97480955;2,132904565;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000370;ESCUELA STA ROSA ALTA;;VDA STA ROSA ALTA;N;219532000272;0;0;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SIN COORDENADAS;BAJO
219532000795;ESCUELA RURAL MIXTA LA PARAMILLA;;VDA LA PARAMILLA;N;219532000272;-77,13860184;2,239864811;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532001236;ESCUELA RURAL MIXTA EL REMOLINO;;VDA EL REMOLINO;N;219532000272;0;0;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SIN COORDENADAS;BAJO
219532001279;ESCUELA RURAL MIXTA YARUMAL;;VDA YARUMAL;N;219532000272;-77,1534325;2,250178662;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532002011;ESCUELA RURAL MIXTA EL PORVENIR;;VDA EL PORVENIR;N;219532000272;-77,06787786;2,226731075;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000051;ESCUELA RURAL MIXTA LA PAULINA;;VDA LA PAULINA;N;219532000434;-76,94784574;2,225363219;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000086;CENTRO EDUCATIVO CENT DOC RUR MIX SACHAMATES;;CORREG SACHAMATES;N;219532000434;0;0;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SIN COORDENADAS;BAJO
219532000132;ESCUELA RUR MIX EL HOYO;;CORREG EL HOYO;N;219532000434;-76,93903965;2,137754564;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000434;COLEGIO AGRICOLA INTEG CAMILO TORRES;;CORREG PIEDRASENTADA;S;219532000434;-76,89892068;2,174009114;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000540;ESCUELA RURAL MIXTA EL TRIUNFO;;VDA QUINTERO;N;219532000434;-77,02205438;2,213128748;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000833;ESCUELA DE TABLONCITO;;VDA TABLONCITO;N;219532000434;-76,93381254;2,242227964;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000914;ESCUELA RURAL MIXTA SALADITO;;VDA SALADITO;N;219532000434;-76,97848721;2,189227686;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000493;ESCUELA RURAL MIXTA DON ALONSO;;CORREG DON ALONSO;S;219532000493;-77,000323;2,118861;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000752;ESCUELA RURAL MIXTA ZARZAL;;IP ZARZAL;N;219532000493;-77,178401;1,945377;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532001333;ESCUELA RURAL MIXTA EL HATICO;;VDA EL HATICO;N;219532000493;-77,03334912;2,245343806;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
419532001405;ESCUELA RUR MIX TUYA ES COLOMBIA;;VDA TUYA ES COLOMBIA;N;219532000493;-77,170155;1,94648;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000078;ESCUELA RUR MIX EL TEJA;;VDA EL TEJA;N;219532000663;-76,95116158;2,136583375;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000281;ESCUELA RURAL MIXTA DE VERSALLES;;VDA DE VERSALLES;N;219532000663;-76,977865;2,144409;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000469;ESCUELA RURAL MIXTA CHONDURAL;;CAS CHONDURAL;N;219532000663;0;0;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SIN COORDENADAS;BAJO
219532000663;CENTRO EDUCATIVO CENT DOC PUERTO NUEVO;;VDA PUERTO NUEVO;S;219532000663;-76,97289581;2,13037803;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000621;ESCUELA QUEBRADA OSCURA;;VDA QUEBRADA OSCURA;N;219532000825;-77,08800709;2,263176613;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000639;ESCUELA RURAL MIXTA EL LIMONAR;;VDA EL LIMONAR;N;219532000825;0;0;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SIN COORDENADAS;BAJO
219532000736;ESCUELA RUR MIX LA PLANADA;;VDA LA PLANADA;N;219532000825;-77,09597084;2,278107131;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000825;ESCUELA RURAL MIXTA EL TREBOL;;VDA EL TREBOL;S;219532000825;-76,992406;2,1265;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532001104;ESCUELA RUR MIX PITALITO;;VDA PITALITO;N;219532000825;-77,07204225;2,23570488;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532001295;ESCUELA RURAL MIXTA VILLANUEVA;;VDA VILLANUEVA;N;219532000825;-77,088795;2,005503;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000299;ESCUELA RUR MIX PALO VERDE;;VDA PALO VERDE;N;219532001155;-77,190289;1,951302;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532001155;ESCUELA RURAL MIXTA DE GALINDEZ;;CORREG GALINDEZ;S;219532001155;-77,15698094;1,944255112;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000108;ESCUELA RURAL MIXTA EL JUNCAL;;VDA EL JUNCAL;N;219532001252;0;0;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SIN COORDENADAS;BAJO
219532000141;ESCUELA RURAL MIXTA EL PURO;;CORREG EL PURO;N;219532001252;-77,099771;1,988918;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000159;ESCUELA RUR MIX EL ESTRECHO;;CORREG EL ESTRECHO;N;219532001252;-77,11865967;1,966571513;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000531;ESCUELA RURAL MIXTA LOS CAJONES;;VDA LOS CAJONES;N;219532001252;0;0;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SIN COORDENADAS;BAJO
219532000566;ESCUELA RURAL MIXTA EL TUNO;;VDA EL TUNO;N;219532001252;-77,04853995;2,021843779;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;8272653;FIJO;SECRETARIAS;MEDIO
219532000612;ESCUELA RURAL MIXTA LA MANGUITA;;VDA LA MANGUITA;N;219532001252;-77,14474912;1,952962402;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N B¡SICA PRIMARIA;;;SECRETARIAS;MEDIO
219532001252;CONCENTRACION DE DES RUR EL ESTRECHO;;CORREG EL ESTRECHO;S;219532001252;-77,11952602;1,972891893;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;8272653;FIJO;SECRETARIAS;MEDIO
219532001511;ESCUELA RURAL MIXTA LA BARCA;;VDA LA BARCA;N;219532001252;-77,16127538;2,00698687;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532001546;ESCUELA RURAL MIXTA MULALO;;VDA MANGA FALSA;N;219532001252;-77,09264975;2,029803402;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000230;ESCUELA RURAL MIXTA LAS TALLAS;;CORREG LAS TALLAS;N;219532001376;0;0;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SIN COORDENADAS;BAJO
219532000264;ESCUELA RUR MIX SAJANDI;;CAS SAJANDI;N;219532001376;0;0;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SIN COORDENADAS;BAJO
219532000779;ESCUELA RURAL MIXTA GUASIMAL;;VDA GUASIMAL;N;219532001376;-77,02404407;2,152891649;ACTIVA;19;CAUCA;19532;PATÕA;B;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532001201;ESCUELA RUR MIX EL PLACER BAJO;;VDA PLACER BAJO;N;219532001376;-76,99899721;2,091720354;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532001244;ESCUELA RURAL MIXTA SAN VICENTE;;VDA SAN VICENTE;N;219532001376;-77,06427955;2,202155594;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532001341;ESCUELA RURAL MIXTA ALTO BONITO;;VDA ALTO BONITO;N;219532001376;-77,05376327;2,165805253;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532001368;ESCUELA RURAL MIXTA PE—A ROJA;;VDA LA CEIBA;N;219532001376;0;0;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SIN COORDENADAS;BAJO
219532001376;COLEGIO DPTAL DE LA FONDA;;CORREG DE LA FONDA;S;219532001376;-77,06012818;2,152049159;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532001520;ESCUELA RUR MIX BETANIA;;VDA BETANIA;N;219532001376;-77,00935217;2,09591871;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532001996;ESCUELA RUR MIX PLACER ALTO;;VDA PLACER ALTO;N;219532001376;0;0;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;UNICA;EDUCACI”N MEDIA;;;SIN COORDENADAS;BAJO
219532002241;ESCUELA RUR MIX FLORALIA;;VDA FLORALIA;N;219532001376;-77,09020159;2,183331746;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;FIN DE SEMANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000728;ESCUELA UR MIX EL CONVENIO;;VDA EL CONVENIO;N;219532002020;-77,13133803;1,952189267;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000744;ESCUELA RURAL MIXTA BELLOHORIZONTE;;CORREG BELLOHORIZONTE;N;219532002020;-77,06949721;2,030076424;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532000761;ESCUELA RURAL MIXTA EL CRUCERO;;VDA EL CRUCERO;N;219532002020;-77,0975698;2,249431079;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532001198;ESCUELA RURAL MIXTA TAMBORAL;;VDA TAMBORAL;N;219532002020;-77,10973842;2,23292161;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532001325;ESCUELA RURAL MIXTA EL CUCHO;;VDA EL CUCHO;N;219532002020;-77,15709173;2,232215066;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219532002020;CENTRO EDUCATIVO CENT DE EDUC BAS LA MESA;;CORREG LA MESA;S;219532002020;-77,11841486;2,256169523;ACTIVA;19;CAUCA;19532;PATÕA;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
219533000063;INSTITUCION CIAL DIVINO NI—O YAPURA;;VDA YAPURA;S;219533000063;-76,33148889;1,155683333;ACTIVA;19;CAUCA;19533;PIAMONTE;A;OFICIAL;OFICIAL;RURAL;MA—ANA;EDUCACI”N MEDIA;;;SECRETARIAS;MEDIO
